ANDERSON^MUNICIP;KAID;AID;&;40;07N;085;37W;280;X;7;US
ANGOLA^^^^^^^^^^;KANQ;ANQ;&;41;38N;085;05W;303;X;8;US
AUBURN^DEKALB^C^;KGWB;GWB;&;41;18N;085;04W;269;X;8;US
BLOOMINGTON^^^^^;KBMG;BMG;&;39;09N;086;37W;257;X;T;A;7;US
COLUMBUS/BALKALA;KBAK;BAK;&;39;16N;085;54W;200;X;7;US
CRAWFORDSVILLE^^;KCFJ;CFJ;&;39;59N;086;55W;244;X;8;US
DAVIESS^COUNTY^^;KDCY;DCY;&;38;42N;087;08W;144;X;8;US
ELKHART^MUNICIPA;KEKM;EKM;&;41;43N;086;00W;237;X;7;US
EVANSVILLE^^^^^^;KEVV;EVV;72432;38;03N;087;31W;117;X;T;A;4;US
EVANSVILLE^^^^^^;KVWX;VWX;&;38;16N;087;43W;190;X;6;US
FORT^WAYNE^^^^^^;KFWA;FWA;72533;40;59N;085;11W;248;X;U;A;3;US
FRANKFORT^^^^^^^;KFKR;FKR;&;40;16N;086;34W;263;X;7;US
GARY^REGIONAL^^^;KGYY;GYY;&;41;37N;087;25W;180;X;T;4;US
GOSHEN^^^^^^^^^^;KGSH;GSH;&;41;32N;085;47W;252;X;A;7;US
GREENCASTLE^^^^^;KGPC;GPC;&;39;38N;086;49W;257;X;7;US
GRISSOM^AFB/PERU;KGUS;GUS;&;40;38N;086;09W;247;X;T;6;US
HIMSEL^AAF^^^^^^;K1II;1II;&;39;20N;086;02W;214;X;7;US
HUNTINGBURG^^^^^;KHNB;HNB;&;38;15N;086;57W;161;X;7;US
HUNTINGTON^^^^^^;KHHG;HHG;&;40;51N;085;27W;246;X;8;US
INDIANAPOLIS^^^^;KEYE;EYE;&;39;50N;086;18W;248;X;A;7;US
INDIANAPOLIS^^^^;KIND;IND;72438;39;43N;086;18W;241;X;X;U;A;F;2;US
INDIANAPOL/METRO;KUMP;UMP;&;39;56N;086;03W;248;X;W;7;US
INDIANAPOL/ARTCC;KZID;ZID;&;39;44N;086;17W;243;A;8;US
INDIANAPOLIS^EXC;KTYQ;TYQ;&;40;02N;086;15W;281;X;W;8;US
INDIANAPOLIS^REG;KMQJ;MQJ;&;39;51N;085;54W;263;X;W;8;US
INDIANAPOLIS^^^^;KHFY;HFY;&;39;38N;086;05W;251;X;8;US
KENDALLVILLE^^^^;KC62;C62;&;41;28N;085;16W;306;X;7;US
KNOX^STARKE^CTY^;KOXI;OXI;&;41;20N;086;40W;209;X;8;US
KOKOMO^^^^^^^^^^;KOKK;OKK;&;40;32N;086;04W;253;X;W;8;US
LAFAYETTE^^^^^^^;KLAF;LAF;&;40;25N;086;56W;182;X;T;A;4;US
LAFAYETTE^VOR^^^;KBVT;BVT;&;40;34N;087;04W;182;V;8;US
LA^PORTE^^^^^^^^;KPPO;PPO;&;41;34N;086;44W;248;X;8;US
LOGANSPORT^^^^^^;KGGP;GGP;&;40;43N;086;22W;225;X;W;8;US
MADISON^^^^^^^^^;KIMS;IMS;&;38;46N;085;28W;250;X;8;US
MARION^MUNI^^^^^;KMZZ;MZZ;&;40;29N;085;41W;262;X;8;US
MICHIGAN^CITY^^^;KMGC;MGC;&;41;42N;086;49W;200;X;W;8;US
MONTICELLO^^^^^^;KMCX;MCX;&;40;43N;086;46W;250;X;8;US
MUNCIE^^^^^^^^^^;KMIE;MIE;&;40;14N;085;24W;285;X;A;7;US
NINEVEH^^^^^^^^^;KHBE;HBE;&;39;21N;086;02W;216;X;W;8;US
NORTH^WEBSTER^^^;KIWX;IWX;&;41;22N;085;42W;293;X;8;US
POCKET^CITY^VOR^;KPXV;PXV;&;37;56N;087;46W;117;V;8;US
RENSSELAER^^^^^^;KRZL;RZL;&;40;57N;087;11W;213;X;W;8;US
RICHMOND^^^^^^^^;KRID;RID;&;39;45N;084;51W;348;X;8;US
ROCHESTER^^^^^^^;KRCR;RCR;&;41;04N;086;11W;241;X;W;8;US
SHELBYVILLE^^^^^;KGEZ;GEZ;&;39;35N;085;48W;245;X;A;7;US
SOUTH^BEND^^^^^^;KSBN;SBN;72535;41;42N;086;19W;237;X;T;A;4;US
TERRE^HAUTE^^^^^;KHUF;HUF;72437;39;27N;087;18W;179;X;T;A;6;US
TERRE^HAUTE^VOR^;KTTH;TTH;&;39;29N;087;15W;179;V;8;US
VALPARAISO^^^^^^;KVPZ;VPZ;&;41;27N;087;00W;231;X;A;7;US
WARSAW^MUNI^^^^^;KASW;ASW;&;41;16N;085;50W;259;X;W;8;US
WOLCOTT^PROFILER;&;WLC;74466;40;49N;087;03W;212;W;8;US
BATESVILLE^^^^^^;KHLB;HLB;&;39;21N;085;16W;200;Z;8;US
INDIANAPOLIS/EAG;KI14;I14;&;39;50N;086;18W;251;Z;8;US
JEFFERSON^PRVG^^;&;MDN;74468;38;50N;085;25W;266;Z;8;US
SHELBYVILLE^^^^^;K3SM;3SM;&;39;35N;085;48W;245;Z;8;US
